location,Date,level_B1,level_B2,level_DO,level_NH3,level_Pb,level_SO4,level_TOC
Y,2018-01-17,111.124043,116.863759,8.665582,0.09453386,8.495955,13.62958,8
Y,2018-01-18,121.815967,82.836235,8.737068,0.1071029,6.593862,100.9136,6
Y,2018-01-19,189.566094,133.19194,8.941868,0.09716813,8.174555,31.64871,3
Y,2018-01-20,171.449187,166.297526,9.563462,0.09619946,8.513098,33.52657,4
Y,2018-01-21,54.022002,144.914931,6.781908,0.09415786,4.676709,198.681,2
Y,2018-01-22,115.383442,112.035885,9.422314,0.1058665,7.728056,89.33941,4
Y,2018-01-23,132.99692,155.391641,9.945499,0.08544482,7.613177,59.14339,8
Y,2018-01-24,110.78559,140.552286,9.218572,0.09630786,3.024539,24.97864,7
Y,2018-01-25,132.35709,166.037591,8.702561,0.08448606,4.874252,28.73718,5
Y,2018-01-26,147.595907,97.000593,9.015842,0.09184022,8.849351,4.405863,3
Y,2018-01-27,135.310224,121.286107,8.517304,0.08646559,3.73755,97.21895,6
Y,2018-01-28,126.333745,143.553258,8.379272,0.09642075,8.467411,3.828604,10
Y,2018-01-29,119.538181,198.576398,8.144276,0.07689763,3.141723,39.54266,5
Y,2018-01-30,117.715077,152.442897,7.754116,0.08706857,7.101762,9.669274,6
Y,2018-01-31,195.767809,171.948057,9.590667,0.07260421,6.452852,21.57062,5
Y,2018-02-01,85.231119,156.24375,10.32347,0.08581826,8.859773,38.95641,7
Y,2018-02-02,128.468872,176.107046,8.832423,0.06538373,4.01917,60.15845,6
Y,2018-02-03,150.658025,136.343672,8.308266,0.08710151,5.975591,94.94097,8
Y,2018-02-04,143.393159,159.944033,9.015965,0.09243167,3.406695,13.59536,9
Y,2018-02-05,132.076953,151.354381,8.237848,0.08979684,6.176327,73.87271,5
Y,2018-02-06,143.597282,226.13429,7.521704,0.09527103,4.442794,71.40495,4
Y,2018-02-07,137.968463,49.856817,10.11949,0.1140443,3.836658,57.18699,8
Y,2018-02-08,135.278189,145.657385,8.250726,0.07550385,5.349972,9.671358,5
Y,2018-02-09,130.347961,216.272131,10.15692,0.08166436,4.085379,194.9024,6
Y,2018-02-10,157.351093,171.896314,8.355539,0.0763859,6.852753,37.4705,4
Y,2018-02-11,145.71203,75.876594,10.1503,0.0841308,8.592851,7.314929,11
Y,2018-02-12,142.023157,149.836541,9.479023,0.07710828,7.072198,39.8326,7
Y,2018-02-13,190.768721,79.480621,9.553819,0.1012107,7.036614,29.74357,7
Y,2018-02-14,91.608442,149.457927,8.73607,0.08848296,4.95504,243.6984,6
Y,2018-02-15,185.658292,146.002914,9.850028,0.1028615,7.572487,16.90147,3
Y,2018-02-16,105.171482,174.777224,10.81164,0.07780143,7.480684,23.01732,2
Y,2018-02-17,147.88273,156.873616,10.28359,0.1084392,5.833875,354.6344,7
Y,2018-02-18,112.631491,178.903227,8.132345,0.08916851,7.335189,7.863897,3
Y,2018-02-19,131.985083,160.503272,9.772284,0.08263372,3.520283,9.335096,7
Y,2018-02-20,165.260602,131.360624,10.23008,0.09874456,8.028919,74.34853,7
Y,2018-02-21,138.13497,172.898878,10.31221,0.0882729,7.397928,162.8413,6
Y,2018-02-22,153.481192,78.201052,5.733932,0.1176594,3.184558,127.6873,9
Y,2018-02-23,139.754396,163.006625,10.32937,0.1000056,7.2283,48.71333,6
Y,2018-02-24,169.587656,112.873176,8.50609,0.07603076,8.874274,186.0637,3
Y,2018-02-25,142.109061,154.292699,8.201637,0.09917614,4.314836,5.841199,5
Y,2018-02-26,107.069361,155.294076,7.729671,0.09952103,6.645796,4.478861,7
Y,2018-02-27,173.060315,215.167798,8.936405,0.08546304,6.761245,14.11477,5
Y,2018-02-28,149.873826,191.432073,7.968553,0.08401114,7.406739,36.91752,6
Y,2018-03-01,124.416157,152.73351,10.97668,0.0865232,6.934835,24.49823,3
Y,2018-03-02,133.920883,115.805045,9.896405,0.1035573,3.25339,50.63269,7
Y,2018-03-03,137.211366,98.596,10.26308,0.07347953,4.217781,148.5811,10
Y,2018-03-04,113.003285,180.746215,9.020321,0.08602125,4.017612,38.18266,8
Y,2018-03-05,56.983544,184.646412,7.864262,0.0829567,8.239551,38.29573,7
Y,2018-03-06,115.431954,114.683784,9.084109,0.08991975,5.052738,57.55172,6
Y,2018-03-07,213.318411,178.202686,9.153495,0.08904252,5.267261,78.15414,6
Y,2018-03-08,85.107134,155.39296,10.52242,0.09464057,5.595068,15.43418,4
Y,2018-03-09,64.081809,160.856739,8.972855,0.1010842,8.152351,9.750856,8
Y,2018-03-10,131.221131,158.354552,7.379541,0.1002475,8.161901,87.6604,5
Y,2018-03-11,85.510642,156.693519,8.215393,0.08925317,7.939361,9.887673,5
Y,2018-03-12,146.01403,212.645138,8.844647,0.07651604,4.597288,27.40713,8
Y,2018-03-13,144.473022,185.616948,9.507693,0.08765481,6.326634,38.76392,3
Y,2018-03-14,185.213592,130.234763,10.69197,0.07700148,5.536237,15.99428,8
Y,2018-03-15,140.803547,141.139421,10.90376,0.09200685,7.87333,103.275,6
Y,2018-03-16,138.324617,114.984013,10.0494,0.09705195,7.719868,5.528692,3
Y,2018-03-17,150.337294,167.216705,9.230817,0.08782953,4.581308,36.73774,7
Y,2018-03-18,97.098835,188.516065,10.90771,0.09031611,7.444074,49.89165,5
Y,2018-03-19,134.019877,86.72493,7.840038,0.1051369,3.997038,20.34336,5
Y,2018-03-20,168.007114,199.015574,9.016988,0.07003963,5.80725,60.39193,4
Y,2018-03-21,141.676731,124.249647,9.636364,0.1081813,8.997136,31.79604,8
Y,2018-03-22,99.697086,146.764359,9.130621,0.1045032,3.849434,1.088961,6
Y,2018-03-23,178.763587,176.106875,9.706875,0.07368723,3.405832,91.75306,2
Y,2018-03-24,146.420533,231.277665,8.788571,0.08818717,7.664629,36.99096,5
Y,2018-03-25,158.993352,199.400995,9.018986,0.08108761,6.520034,37.92668,4
Y,2018-03-26,163.000541,116.691056,10.05235,0.09802021,3.12202,114.4328,9
Y,2018-03-27,112.339881,168.097366,8.615572,0.08547048,7.547044,86.79285,8
Y,2018-03-28,143.703578,167.769606,10.0583,0.08182242,8.762041,62.27072,6
Y,2018-03-29,123.57982,157.69523,9.726163,0.09802713,3.619083,105.4891,6
Y,2018-03-30,83.083823,166.77721,8.556226,0.102807,7.658453,26.54498,9
Y,2018-03-31,105.156119,140.611731,10.63478,0.1039667,3.90189,58.37565,7
Y,2018-04-01,158.770339,125.499649,9.516193,0.09965134,5.677549,8.394195,7
Y,2018-04-02,152.388174,180.257704,9.295915,0.0695546,4.117541,24.50331,9
Y,2018-04-03,138.610385,185.872849,9.315619,0.0723068,3.99482,60.61765,3
Y,2018-04-04,198.356058,174.574176,9.566002,0.0724036,5.933001,58.1673,5
Y,2018-04-05,169.45151,147.156392,9.009297,0.09885166,4.084314,7.609001,9
Y,2018-04-06,58.784622,134.996194,10.32789,0.08530598,8.427948,46.50227,11
Y,2018-04-07,162.675348,124.039778,9.053804,0.07246257,8.922948,93.74723,4
Y,2018-04-08,119.140634,141.567926,9.137177,0.08760589,8.968061,9.329037,7
Y,2018-04-09,215.561529,146.074854,9.774075,0.0806292,7.134135,127.7829,4
Y,2018-04-10,105.170531,170.297887,8.307696,0.0820996,7.705122,96.58059,4
Y,2018-04-11,58.572038,151.612249,8.273345,0.1024965,7.867605,17.35007,4
Y,2018-04-12,117.700497,77.124285,10.91637,0.08533451,8.590347,35.03145,3
Y,2018-04-13,105.062281,151.334865,7.653001,0.09358345,5.793289,139.6385,4
Y,2018-04-14,60.71216,111.913078,10.0102,0.0879426,6.491498,13.39841,8
Y,2018-04-15,102.362017,176.08832,7.364326,0.1060338,5.235562,3.131082,3
Y,2018-04-16,129.642971,133.501742,9.830165,0.08676024,4.840273,135.9338,6
Y,2018-04-17,171.156921,137.379602,9.050047,0.09187292,7.110639,202.122,3
Y,2018-04-18,143.026683,129.653651,7.713805,0.08141689,5.0874,90.5068,3
Y,2018-04-19,130.566468,138.817469,9.157218,0.08615867,8.559345,23.03567,4
Y,2018-04-20,95.870745,148.177714,8.544592,0.1112748,8.903909,22.78065,7
Y,2018-04-21,135.825137,125.036194,9.142823,0.09070827,4.147642,6.168044,7
Y,2018-04-22,97.363231,179.524844,8.296999,0.0999886,3.399269,54.33191,10
Y,2018-04-23,130.403313,128.078674,10.19731,0.0836641,7.379071,128.9769,6
Y,2018-04-24,148.520251,180.904719,8.799049,0.09261984,5.120208,49.05242,4
Y,2018-04-25,107.123235,83.600349,8.297218,0.09944743,8.846747,32.03704,7
Y,2018-04-26,133.618183,149.240711,10.08028,0.1026326,6.719861,82.99976,5
Y,2018-04-27,153.061824,165.885073,9.214266,0.09288966,3.658865,96.60285,6
Y,2018-04-28,157.244999,190.897147,9.789726,0.08652307,5.999768,98.60463,5
Y,2018-04-29,58.458875,173.521783,7.852873,0.08097449,6.437388,29.45935,4
Y,2018-04-30,102.616536,172.675613,8.600141,0.1043009,3.196823,12.34189,7
Y,2018-05-01,83.977692,176.721112,7.899789,0.08859507,7.651529,82.04647,7
Y,2018-05-02,121.198294,175.513891,8.339609,0.0897759,4.426394,8.593053,6
Y,2018-05-03,84.134566,171.5908,9.70218,0.08664344,5.68807,27.49247,5
Y,2018-05-04,83.67154,190.08292,7.906077,0.08701087,6.369189,29.1318,5
Y,2018-05-05,139.174569,248.294605,8.213693,0.07313374,5.653207,33.71372,7
Y,2018-05-06,92.861985,153.914374,8.753575,0.07724156,3.965849,83.69378,4
Y,2018-05-07,119.153189,187.097619,9.389833,0.08612223,4.539644,30.62731,5
Y,2018-05-08,187.029922,162.675667,8.798257,0.08338205,8.532727,8.747817,9
Y,2018-05-09,142.480082,174.829918,7.477718,0.08403109,7.481398,1.814098,5
Y,2018-05-10,157.996656,203.579007,8.275363,0.09526534,6.593847,8.714427,6
Y,2018-05-11,101.671995,158.790021,8.778676,0.09726293,4.284308,17.75055,8
Y,2018-05-12,126.319975,139.056091,9.491713,0.08649041,4.024023,39.44416,6
Y,2018-05-13,204.865255,167.736178,9.127639,0.09037051,3.225762,42.87275,10
Y,2018-05-14,147.141296,133.529055,8.394305,0.09979261,8.721867,251.4031,7
Y,2018-05-15,219.08092,105.429014,8.700363,0.08113968,8.929715,16.3485,9
Y,2018-05-16,123.097505,167.300597,8.630911,0.08793602,6.011728,19.88948,7
Y,2018-05-17,146.261765,169.711655,8.5439,0.09422522,4.745543,119.4414,5
Y,2018-05-18,107.777468,144.820617,9.332311,0.09335766,7.442639,57.03897,6
Y,2018-05-19,121.007511,151.113406,7.838048,0.07618254,3.13027,103.5575,5
Y,2018-05-20,176.014651,127.528104,8.952552,0.08560895,7.944318,37.37878,8
Y,2018-05-21,212.990395,151.388488,9.343675,0.09124832,7.334788,10.36733,7
Y,2018-05-22,109.858866,113.380051,10.46222,0.1010969,5.110249,11.54962,6
Y,2018-05-23,89.360054,215.777892,9.449531,0.1069329,3.671258,53.97856,4
Y,2018-05-24,118.562349,143.891434,6.907363,0.0759958,8.802516,46.88589,3
Y,2018-05-25,127.121297,180.879692,9.686335,0.07053093,8.051327,26.88282,10
Y,2018-05-26,148.67468,236.002751,9.447402,0.09174152,6.650089,15.29985,8
Y,2018-05-27,153.882703,189.980184,9.06492,0.07902088,8.493608,7.566445,5
Y,2018-05-28,158.59461,177.506063,10.56283,0.08941697,4.176064,54.8149,9
Y,2018-05-29,181.787296,116.83195,9.819913,0.0913726,6.102171,17.81469,7
Y,2018-05-30,84.761442,162.740976,7.01123,0.09048214,7.64854,7.740749,6
Y,2018-05-31,145.475013,159.567897,8.729717,0.08021804,3.964588,19.32905,7
Y,2018-06-01,100.583069,138.568281,7.735364,0.08875511,7.448341,33.57276,6
Y,2018-06-02,131.397204,95.92674,7.581493,0.08290567,4.381396,22.44974,7
Y,2018-06-03,154.082279,162.757391,8.130498,0.09332604,8.819491,172.3022,5
Y,2018-06-04,167.933326,177.801539,9.801055,0.07306051,3.310344,9.126857,7
Y,2018-06-05,148.600858,129.502742,8.274432,0.08159034,4.197858,162.8265,6
Y,2018-06-06,106.640093,139.896366,8.001473,0.0983431,6.155964,12.50232,6
Y,2018-06-07,135.859371,173.214456,11.5181,0.08597606,5.287018,94.79336,4
Y,2018-06-08,148.036732,160.487805,7.460284,0.09253722,5.204705,5.416499,5
Y,2018-06-09,125.986023,229.400171,7.211342,0.08149672,4.946496,47.512,6
Y,2018-06-10,137.152021,73.768448,8.533832,0.0995351,4.218084,80.66372,9
Y,2018-06-11,92.312853,112.632952,8.787709,0.09688465,6.010018,102.2743,4
Y,2018-06-12,204.342593,169.569982,8.804389,0.07008802,8.924722,2.221064,4
Y,2018-06-13,140.236012,149.331461,8.11412,0.08217962,3.33628,37.56727,6
Y,2018-06-14,106.455744,157.080009,7.260281,0.08685866,8.901368,40.4056,10
Y,2018-06-15,104.536988,179.99277,8.851931,0.09483852,4.046488,28.21113,8
Y,2018-06-16,126.564177,156.256077,7.46795,0.09932802,5.234785,97.63527,6
Y,2018-06-17,43.087519,99.229395,9.37897,0.1051667,5.598187,32.44765,1
Y,2018-06-18,56.369492,171.855283,7.378227,0.08881398,3.632546,43.98339,8
Y,2018-06-19,95.922087,171.174574,8.178226,0.09007823,5.41226,7.732256,3
Y,2018-06-20,118.233855,183.106923,10.16066,0.08871953,5.123173,214.3337,6
Y,2018-06-21,120.461307,195.319272,7.61742,0.08039181,5.509743,20.5506,3
Y,2018-06-22,144.967664,179.147002,8.508516,0.08700592,5.539212,27.68741,6
Y,2018-06-23,160.843394,164.827624,9.377225,0.08726292,8.482906,51.67167,7
Y,2018-06-24,104.294821,108.413333,8.896047,0.09954677,8.611688,83.90648,4
Y,2018-06-25,170.230249,185.392142,9.416953,0.08103203,8.86158,81.33283,8
Y,2018-06-26,157.990705,129.019306,8.706956,0.09755791,4.157365,107.9119,5
Y,2018-06-27,121.661414,178.895473,9.698881,0.09076785,8.953597,89.54015,2
Y,2018-06-28,173.181667,165.235173,7.878042,0.08351443,8.551589,22.92081,9
Y,2018-06-29,76.270436,168.111483,9.123681,0.09558325,5.157388,16.15034,6
Y,2018-06-30,98.589626,132.927109,8.790757,0.1111817,5.63096,46.24554,12
Y,2018-07-01,135.10396,165.751551,9.540822,0.09040309,7.75405,18.67684,13
Y,2018-07-02,130.52996,156.556931,10.58537,0.08746935,6.476311,14.0665,7
Y,2018-07-03,176.39154,127.048857,8.213603,0.1014397,7.963168,44.78097,5
Y,2018-07-04,140.715596,189.825178,9.449682,0.09414132,4.000494,133.0126,4
Y,2018-07-05,172.478798,152.033642,9.448682,0.08985636,8.102518,33.35927,7
Y,2018-07-06,84.647303,115.283999,7.776725,0.0904842,6.582626,96.52286,6
Y,2018-07-07,124.997646,160.882384,9.072925,0.09737597,5.783251,48.2547,7
Y,2018-07-08,156.344045,115.087806,8.177346,0.08863124,4.669143,90.5182,10
Y,2018-07-09,132.421321,176.402971,10.14934,0.1010155,4.83944,4.485022,6
Y,2018-07-10,181.162531,180.606583,9.38178,0.08042439,3.65985,6.386255,6
Y,2018-07-11,134.056065,82.949632,8.595179,0.09345498,8.777466,32.95366,4
Y,2018-07-12,161.585096,181.471845,6.934347,0.08938978,7.883325,15.13853,4
Y,2018-07-13,140.858731,100.840908,10.05978,0.08804759,4.829832,39.10116,7
Y,2018-07-14,117.489483,103.852939,9.169398,0.1029549,4.932353,52.37551,3
Y,2018-07-15,67.483966,112.44702,8.524632,0.08394157,8.233768,28.89642,4
Y,2018-07-16,104.714071,137.614602,10.17117,0.102025,7.722596,62.88808,5
Y,2018-07-17,157.470404,113.630172,8.170377,0.08438397,6.93619,109.1626,6
Y,2018-07-18,120.688528,177.548799,10.61318,0.08890959,3.480723,11.31668,8
Y,2018-07-19,148.548303,158.977353,8.351526,0.06331017,5.315696,56.66685,2
Y,2018-07-20,111.094606,168.311765,9.233511,0.0913543,3.270627,135.7926,6
Y,2018-07-21,187.669051,156.025394,8.266598,0.08120273,3.727798,50.07575,7
Y,2018-07-22,139.266419,194.4361,10.35947,0.08842668,4.83176,14.39412,11
Y,2018-07-23,134.10404,105.517948,8.698294,0.1118198,7.461331,36.9229,9
Y,2018-07-24,106.192915,157.133999,9.200024,0.08975039,3.636574,2.029698,8
Y,2018-07-25,91.744698,192.260632,8.991485,0.08896864,6.851968,0.2674892,9
Y,2018-07-26,152.795873,235.614687,10.07922,0.08910679,6.4175,147.1081,2
Y,2018-07-27,147.030719,139.770167,9.814052,0.09018768,3.09244,190.4802,7
Y,2018-07-28,180.294699,100.870268,10.81667,0.105098,7.432118,6.030725,5
Y,2018-07-29,153.735233,159.128643,9.675042,0.09899798,3.654849,131.7077,10
Y,2018-07-30,159.997173,153.962018,8.507096,0.0917483,3.81817,34.86877,8
Y,2018-07-31,175.223837,123.93129,9.470337,0.08580515,5.060796,8.340875,6
Y,2018-08-01,159.342913,184.088299,8.412468,0.08605976,4.14851,10.99052,3
Y,2018-08-02,167.674582,173.169623,8.815069,0.09517687,5.624233,16.49805,4
Y,2018-08-03,110.003905,140.586497,10.51719,0.09219783,3.80951,44.30148,6
Y,2018-08-04,114.654665,111.340063,10.252,0.1049054,8.360312,52.77837,6
Y,2018-08-05,146.560215,168.775567,9.330982,0.0961081,5.005788,76.87403,12
Y,2018-08-06,145.47848,204.880287,9.753049,0.08076295,8.559635,12.90132,9
Y,2018-08-07,148.144318,130.172753,9.698516,0.08828718,5.386241,16.4543,14
Y,2018-08-08,106.790173,185.614114,9.719596,0.09744264,8.643066,7.999098,6
Y,2018-08-09,116.072085,189.436756,7.797088,0.08810233,5.134362,4.653983,8
Y,2018-08-10,75.233424,165.273022,10.00641,0.09749643,5.334198,92.06979,8
Y,2018-08-11,127.160778,143.28472,9.507089,0.08689462,6.759108,76.20749,4
Y,2018-08-12,130.66126,166.842188,9.874117,0.09511305,5.108141,103.5992,3
Y,2018-08-13,154.616096,131.403361,10.37478,0.1201981,5.512045,2.159812,7
Y,2018-08-14,167.319016,146.311699,8.329911,0.07082071,5.315741,108.0857,7
Y,2018-08-15,134.753732,168.1044,7.094294,0.08766964,6.656875,17.91569,7
Y,2018-08-16,118.508759,170.915444,8.15175,0.09809634,4.384575,33.04519,14
Y,2018-08-17,112.677853,255.370618,8.346323,0.08124014,5.456918,16.4103,7
Y,2018-08-18,182.318142,126.821603,9.415029,0.08518625,5.218745,25.87337,7
Y,2018-08-19,132.83064,129.668659,11.82699,0.09869756,3.110836,37.45264,5
Y,2018-08-20,146.19797,159.835536,8.913831,0.07771952,3.249343,80.47018,6
Y,2018-08-21,126.728893,89.458244,9.09076,0.09934998,4.541522,233.1615,8
Y,2018-08-22,112.471053,212.330653,9.912173,0.0932393,7.664623,48.61532,10
Y,2018-08-23,129.812737,179.882645,11.14439,0.0983123,5.315615,39.89341,8
Y,2018-08-24,132.702364,187.243398,7.987324,0.086998,5.09128,3.083944,6
Y,2018-08-25,146.718432,172.780421,9.64315,0.09163982,5.191182,59.26808,13
Y,2018-08-26,133.427275,135.806976,10.96558,0.09131716,5.432444,61.78904,2
Y,2018-08-27,130.383953,161.794929,10.18395,0.08165297,7.083103,76.55201,8
Y,2018-08-28,174.250011,111.609675,9.39189,0.09946465,5.703653,121.8362,6
Y,2018-08-29,37.016166,170.353781,8.920192,0.08262167,5.970229,77.61088,5
Y,2018-08-30,76.859751,200.740397,9.498027,0.09375588,8.07034,0.6312662,3
Y,2018-08-31,120.298041,147.437684,9.11893,0.09539917,8.79619,20.02567,3
Y,2018-09-01,92.257968,81.145746,8.217209,0.08301659,7.222822,56.50282,3
Y,2018-09-02,177.835602,158.09885,9.079044,0.07751169,8.950233,27.64675,4
Y,2018-09-03,99.540548,126.46717,9.508717,0.08651772,8.445145,31.37816,14
Y,2018-09-04,152.568789,150.632036,10.39092,0.08787123,5.325692,74.82402,2
Y,2018-09-05,176.492487,122.018941,9.352143,0.08296402,3.967833,23.80725,9
Y,2018-09-06,126.32936,116.121162,8.524841,0.1087385,3.780756,83.48584,8
Y,2018-09-07,121.611528,148.487884,9.406814,0.08899866,8.430864,4.806522,4
Y,2018-09-08,94.446073,89.757437,9.832926,0.1113982,8.956949,11.73451,8
Y,2018-09-09,10.0,149.038403,8.582625,0.09705969,4.334656,32.04007,8
Y,2018-09-10,132.832893,154.705221,9.355365,0.08481902,5.205652,64.74405,5
Y,2018-09-11,136.514234,178.963747,8.072285,0.09387792,8.526681,184.0426,7
Y,2018-09-12,191.05531,161.48128,8.857219,0.09071816,5.173075,2.364788,6
Y,2018-09-13,185.794365,171.189271,8.931023,0.09887773,5.704491,83.84611,1
Y,2018-09-14,109.008515,102.375469,8.635761,0.1021353,8.080499,35.18374,3
Y,2018-09-15,97.758467,157.860574,9.659165,0.08401128,8.916401,19.35156,3
Y,2018-09-16,145.517,139.488048,9.81511,0.08483409,6.313122,52.92287,4
Y,2018-09-17,149.985451,206.407258,10.07291,0.09103556,4.756056,41.6176,3
Y,2018-09-18,78.673107,142.203431,8.206916,0.08930982,8.57836,35.86536,3
Y,2018-09-19,146.091891,165.271158,8.241556,0.09242019,5.902676,66.04767,4
Y,2018-09-20,136.379455,138.804018,10.01105,0.0929422,5.72518,65.49665,3
Y,2018-09-21,147.505586,142.642336,10.35572,0.08035038,8.056377,34.0134,7
Y,2018-09-22,134.43975,227.177187,7.200807,0.07559525,5.452752,30.72065,4
Y,2018-09-23,155.013921,189.14665,9.188122,0.09080232,4.731939,7.928974,1
Y,2018-09-24,166.66375,174.852152,9.945542,0.1022153,3.943464,22.11168,7
Y,2018-09-25,77.000586,136.085094,8.908235,0.1027295,5.588232,97.38451,3
Y,2018-09-26,111.892905,72.987403,8.697477,0.1039237,7.853805,46.16368,5
Y,2018-09-27,157.057233,95.210174,8.144797,0.08890858,8.283451,21.39933,7
Y,2018-09-28,165.334104,194.665686,8.124609,0.07412148,5.211431,37.9895,7
Y,2018-09-29,94.880709,180.197431,9.637386,0.08783912,8.076542,9.291093,5
Y,2018-09-30,123.715819,136.871023,9.261149,0.09488419,7.834501,87.15042,4
Y,2018-10-01,187.504849,142.420303,10.20535,0.1018248,6.595053,12.69396,12
Y,2018-10-02,166.939543,145.384462,8.722562,0.08699985,5.553163,31.54696,6
Y,2018-10-03,138.962719,75.173898,9.058413,0.1013635,6.270283,4.608668,10
Y,2018-10-04,99.539462,152.736095,7.596004,0.09675252,3.163306,23.04565,6
Y,2018-10-05,142.292752,162.533936,11.6944,0.07674299,7.339112,31.67302,5
Y,2018-10-06,117.489808,184.939265,9.101233,0.08294046,8.66587,80.753,2
Y,2018-10-07,153.656284,108.900908,8.447263,0.1022575,4.235379,244.811,4
Y,2018-10-08,113.542362,168.141933,8.746498,0.07300162,7.755122,21.75701,5
Y,2018-10-09,179.907842,194.865888,9.222887,0.08000569,8.885528,42.36668,6
Y,2018-10-10,122.304661,161.522075,9.935645,0.09600035,5.945444,65.7249,8
Y,2018-10-11,164.816408,141.938261,9.484665,0.08726158,5.561684,23.67087,6
Y,2018-10-12,195.462778,119.940021,9.789844,0.08996144,4.054917,16.46858,4
Y,2018-10-13,107.737733,189.145145,10.83741,0.06815076,6.934112,69.05567,1
Y,2018-10-14,117.706711,165.406695,8.945453,0.07031283,7.108766,82.79995,2
Y,2018-10-15,95.745292,154.459132,9.009253,0.08368603,5.493005,13.68048,4
Y,2018-10-16,157.191723,98.620674,10.09344,0.09519746,5.787851,14.70748,6
Y,2018-10-17,113.568793,201.074683,8.900741,0.08671611,7.302769,12.37619,10
Y,2018-10-18,115.246789,150.311237,8.401493,0.07788135,7.748551,45.70047,5
Y,2018-10-19,116.85635,182.305417,9.463399,0.07327968,6.479318,53.65692,3
Y,2018-10-20,139.815171,154.023499,8.801197,0.1027029,6.496969,8.834221,9
Y,2018-10-21,108.937934,145.635326,7.395935,0.07970458,8.109589,14.3402,3
Y,2018-10-22,171.757949,174.237418,8.941826,0.08389018,3.30408,15.49774,4
Y,2018-10-23,154.619096,140.07226,8.549979,0.0948733,3.28966,65.85811,7
Y,2018-10-24,135.494151,154.936834,8.573195,0.08699912,6.308448,80.14899,7
Y,2018-10-25,87.529718,115.67146,8.483905,0.1070601,6.690352,44.6392,11
Y,2018-10-26,103.193244,119.197344,7.69786,0.09843346,7.870455,14.13406,4
Y,2018-10-27,106.050881,166.128362,9.821626,0.09223454,4.751632,65.35506,5
Y,2018-10-28,178.903158,182.847805,10.13271,0.08154156,7.651201,17.09084,4
Y,2018-10-29,130.957415,143.868999,9.252658,0.07753519,8.126516,10.49482,7
Y,2018-10-30,176.771077,153.565202,7.904342,0.1096571,8.788623,2.83584,5
Y,2018-10-31,165.86489,129.244836,9.248202,0.0865197,4.004,71.10239,8
Y,2018-11-01,128.074914,113.100837,8.637554,0.1173072,8.749322,53.32235,5
Y,2018-11-02,124.234068,120.104421,9.341511,0.07914044,6.445927,41.96982,4
Y,2018-11-03,122.771973,135.616389,9.720313,0.1006579,3.193695,99.57542,4
Y,2018-11-04,118.915732,141.215177,8.057823,0.1021538,7.697198,54.76705,7
Y,2018-11-05,100.618047,149.243873,9.212445,0.09888317,6.24347,49.97541,8
Y,2018-11-06,147.679326,143.916994,9.053552,0.07726278,8.71105,131.014,5
Y,2018-11-07,178.972346,130.834159,11.07815,0.1028847,8.064935,79.51971,6
Y,2018-11-08,154.223362,184.14819,9.245755,0.07502063,8.453668,98.14659,6
Y,2018-11-09,93.196764,205.830774,10.37899,0.08054493,8.38039,9.877649,8
Y,2018-11-10,142.41663,165.22768,8.654508,0.09773023,4.461696,1.578859,5
Y,2018-11-11,179.757133,143.564187,7.79112,0.08766889,8.745815,5.336352,9
Y,2018-11-12,150.943862,179.914811,9.376036,0.09044313,4.718628,126.5871,4
Y,2018-11-13,193.006595,164.615949,10.02104,0.08221653,7.647919,105.7707,6
Y,2018-11-14,127.052378,182.84556,10.58843,0.07880166,8.191292,33.18448,7
Y,2018-11-15,94.939871,190.335603,9.545128,0.07564754,7.219581,48.00793,5
Y,2018-11-16,122.467246,181.445675,8.06964,0.08604893,6.282342,21.2459,4
Y,2018-11-17,122.451585,68.499802,9.077591,0.0859917,4.625322,16.4677,4
Y,2018-11-18,166.325392,154.073228,9.917539,0.07065048,4.818318,24.29008,5
Y,2018-11-19,211.145171,104.701593,8.932573,0.09978141,8.25781,15.51428,7
Y,2018-11-20,72.123984,151.725167,8.54027,0.07523527,8.243592,85.60162,5
Y,2018-11-21,128.151591,129.20832,7.746117,0.09420311,6.280902,35.77568,3
Y,2018-11-22,126.703308,167.294921,10.05025,0.09422128,6.924778,108.412,9
Y,2018-11-23,127.095579,127.443227,8.460046,0.08718423,4.263498,94.79,6
Y,2018-11-24,120.049513,118.205359,9.724462,0.09087662,6.423433,107.692,3
Y,2018-11-25,113.116691,192.927467,8.39785,0.08758538,3.762799,45.46868,6
Y,2018-11-26,146.599265,106.838003,8.692462,0.09488801,6.076511,89.99674,6
Y,2018-11-27,149.143063,232.30342,9.403752,0.07485354,4.797945,101.6913,5
Y,2018-11-28,124.482219,108.664273,10.02584,0.1013418,4.427123,104.8274,8
Y,2018-11-29,175.207535,116.739447,10.40192,0.1047424,4.660784,58.98674,12
Y,2018-11-30,136.35458,191.677488,7.184953,0.0842237,7.268597,59.46953,3
Y,2018-12-01,112.417572,183.060204,9.564494,0.08645788,8.542697,104.4699,8
Y,2018-12-02,125.562253,135.085716,9.246343,0.0824958,8.085825,22.93231,6
Y,2018-12-03,96.133861,84.488919,9.66413,0.1130455,8.506223,62.5908,5
Y,2018-12-04,185.570123,92.645942,8.983157,0.08976682,7.054215,5.144667,6
Y,2018-12-05,115.797214,162.930509,8.334907,0.09115139,3.333383,76.87376,5
Y,2018-12-06,155.264563,215.894606,8.666137,0.06934252,6.831635,5.412228,2
