location,Date,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24
290,1995-07-05,299,21,26,57,14,0,21,98,14,155,98,4,213,14,80,6,149,90,2715,0,0,0,1,10195,10205,10,10176,1,57,24,80,13,5,72,98,24,46,14,45
290,1995-07-06,232,21,26,51,10,0,22,87,9,186,103,1,252,14,83,6,77,46,2336,0,0,0,1,10196,10203,8,10186,17,19,24,60,12,4,74,99,1,50,15,41
290,1995-07-07,238,10,21,41,13,0,1,87,11,194,107,3,262,16,90,6,131,79,2636,0,0,0,1,10194,10203,24,10187,18,14,4,62,19,2,76,100,1,49,16,47
290,1995-07-08,35,31,31,62,20,10,3,98,20,218,140,3,290,15,105,6,112,68,2305,0,0,0,1,10203,10211,22,10193,17,22,3,68,15,2,75,100,4,54,13,43
290,1995-07-09,40,31,36,51,16,21,7,93,15,238,172,4,303,14,167,6,116,70,2334,0,0,0,1,10191,10202,1,10178,17,40,4,62,13,2,74,93,4,52,15,45
290,1995-07-10,55,26,26,41,24,10,3,72,22,250,167,4,319,15,139,6,138,84,2592,0,0,0,1,10150,10180,1,10124,24,30,4,75,13,0,71,99,3,48,16,51
290,1995-07-11,74,26,36,51,12,10,24,103,19,229,177,5,291,14,162,24,106,64,2603,0,0,0,1,10101,10119,1,10078,16,60,1,70,13,2,72,89,2,53,14,50
290,1995-07-12,243,10,15,26,3,5,5,98,21,233,164,5,291,16,159,6,79,48,2137,34,186,138,21,10114,10135,23,10102,17,14,24,72,18,4,73,99,23,44,15,41
290,1995-07-13,282,10,15,31,11,0,4,67,13,217,149,24,281,16,131,24,133,81,2651,9,6,6,1,10129,10141,8,10116,24,7,4,82,18,2,72,100,5,42,18,50
290,1995-07-14,295,5,26,57,15,5,3,118,10,208,143,1,275,14,128,6,80,49,1962,3,106,106,10,10101,10118,21,10083,9,50,9,65,1,4,77,94,22,58,16,36
290,1995-07-15,200,26,31,57,11,10,19,98,13,198,158,4,251,14,153,6,63,39,1771,11,14,12,1,10098,10113,1,10081,24,50,4,80,15,6,78,97,2,47,14,32
290,1995-07-16,236,26,31,57,14,5,21,98,12,184,141,24,220,14,117,24,69,42,1827,11,38,30,2,10108,10137,23,10079,3,40,4,75,1,6,84,98,3,66,16,32
290,1995-07-17,225,31,36,62,11,10,21,108,12,176,140,2,225,12,120,6,35,22,1515,4,12,6,14,10130,10137,23,10125,13,38,14,80,3,6,82,98,1,61,12,26
290,1995-07-18,228,41,41,57,17,26,1,103,14,177,158,4,194,9,155,6,2,1,746,26,12,5,12,10147,10174,24,10131,3,32,4,62,1,8,92,98,18,81,10,13
290,1995-07-19,251,36,36,51,12,0,24,93,1,212,152,24,254,12,139,24,58,36,1720,0,0,0,1,10215,10232,21,10179,1,38,6,62,16,5,82,99,24,69,10,32
290,1995-07-20,289,0,10,26,14,0,2,51,11,227,139,4,299,14,125,6,79,49,2063,0,0,0,1,10189,10223,1,10155,24,7,24,65,14,2,82,100,1,55,14,39
290,1995-07-21,290,15,21,46,21,0,6,98,23,248,158,4,327,16,150,6,109,68,2432,15,26,19,23,10128,10151,1,10104,18,4,2,75,15,3,74,100,1,46,14,48
290,1995-07-22,334,31,36,67,15,5,24,123,16,171,93,24,220,15,76,24,101,63,2367,10,79,77,1,10174,10235,24,10117,1,25,2,82,10,5,76,99,2,52,15,41
290,1995-07-23,280,5,10,21,11,0,1,57,14,151,73,5,220,16,60,6,126,79,2583,0,0,0,1,10249,10265,7,10238,18,62,3,84,13,3,74,100,3,41,14,43
290,1995-07-24,319,10,21,36,22,5,1,67,15,183,82,4,251,14,68,6,124,78,2543,0,0,0,1,10231,10238,1,10223,17,60,22,80,12,5,70,99,5,41,13,45
290,1995-07-25,50,31,31,51,17,15,1,87,17,186,131,4,242,14,110,6,140,88,2680,0,0,0,1,10209,10232,1,10182,24,30,6,80,12,1,74,98,4,50,14,48
290,1995-07-26,94,41,41,51,8,31,20,93,13,226,132,4,296,15,125,6,127,80,2559,0,0,0,1,10145,10181,1,10122,18,65,3,75,7,2,60,91,3,41,13,49
290,1995-07-27,192,21,26,51,5,5,2,154,4,192,151,21,233,13,149,24,1,1,703,69,269,172,5,10154,10178,23,10119,5,18,21,65,1,7,92,100,7,66,1,13
290,1995-07-28,155,5,15,26,21,0,20,62,21,203,160,4,260,15,154,6,50,32,1893,0,0,0,1,10187,10200,21,10173,2,40,3,75,13,5,84,99,1,55,14,35
290,1995-07-29,62,10,15,26,14,5,1,57,14,219,156,4,276,16,144,6,79,50,2027,0,0,0,1,10191,10202,8,10178,18,18,4,65,23,2,80,100,4,57,15,38
290,1995-07-30,85,15,21,36,12,5,4,72,12,237,161,5,300,15,148,6,138,88,2579,0,0,0,1,10172,10182,8,10161,18,33,1,80,12,1,64,94,1,38,12,50
290,1995-07-31,72,26,26,51,12,5,5,98,12,246,154,5,311,14,133,6,132,85,2502,0,0,0,1,10155,10169,1,10137,18,65,1,80,10,1,55,87,4,31,12,49
290,1995-08-01,66,36,36,51,12,21,19,93,16,236,183,5,292,15,172,6,130,84,2538,0,0,0,1,10166,10191,24,10152,1,65,2,75,8,1,58,75,5,43,14,49
290,1995-08-02,60,36,41,51,10,26,22,98,13,220,152,4,283,14,137,6,143,92,2493,0,0,0,1,10195,10208,8,10184,18,65,22,80,5,1,60,88,24,42,16,47
290,1995-08-03,8,21,21,46,15,0,24,72,13,203,124,24,277,13,99,24,115,74,2364,0,0,0,1,10172,10192,1,10152,18,32,5,70,13,3,75,100,4,46,14,43
290,1995-08-04,348,21,21,41,16,0,1,77,13,172,113,3,233,13,86,24,96,62,2270,0,0,0,1,10156,10169,24,10149,15,0,4,80,12,4,80,100,2,55,12,39
290,1995-08-05,64,15,15,31,7,5,18,67,12,196,106,1,294,18,82,6,141,92,2486,0,0,0,1,10174,10183,10,10164,18,60,3,82,15,1,75,100,1,39,16,45
290,1995-08-06,2,21,26,51,18,5,1,87,19,215,136,4,290,13,110,6,116,76,2248,0,0,0,1,10157,10172,24,10143,17,6,4,75,12,2,77,100,4,48,13,42
290,1995-08-07,4,36,36,51,17,10,24,87,13,169,139,24,209,16,129,24,8,5,1077,0,0,0,1,10184,10199,24,10169,3,62,2,80,14,7,74,95,2,58,14,19
290,1995-08-08,32,26,26,51,20,0,3,93,16,171,88,5,242,16,70,6,109,72,2048,0,0,0,1,10202,10223,23,10194,2,68,4,84,13,3,68,99,5,41,17,35
290,1995-08-09,47,21,21,36,1,10,5,72,15,183,89,5,258,15,60,6,138,91,2512,0,0,0,1,10219,10231,24,10208,17,70,21,84,12,1,62,97,5,29,15,44
290,1995-08-10,60,26,26,41,20,10,3,82,16,200,85,5,282,15,51,6,135,90,2473,0,0,0,1,10235,10248,9,10223,17,58,4,82,11,3,61,100,4,26,15,45
290,1995-08-11,100,31,31,46,11,15,4,93,11,228,116,4,306,15,94,6,140,93,2434,0,0,0,1,10225,10242,2,10207,17,65,5,82,13,1,48,84,4,25,14,46
290,1995-08-12,209,10,21,46,15,0,21,82,15,231,136,24,318,13,111,24,122,82,2149,0,0,0,1,10188,10209,1,10170,24,64,21,80,8,4,57,96,24,38,12,41
290,1995-08-13,277,26,31,46,9,5,1,87,14,192,130,3,241,15,110,6,24,16,1168,0,-1,-1,11,10170,10186,23,10161,6,50,5,80,16,6,79,96,1,63,15,21
290,1995-08-14,327,21,21,46,13,0,22,87,15,159,84,24,226,15,57,24,79,53,1609,0,0,0,1,10198,10218,23,10186,1,65,2,82,9,4,79,100,4,52,14,27
290,1995-08-15,309,21,21,46,14,0,1,82,12,162,70,4,230,14,46,6,80,54,1670,0,0,0,1,10219,10228,10,10212,18,59,24,81,13,3,80,100,1,57,12,28
290,1995-08-16,347,26,26,46,15,0,2,87,15,190,119,2,251,14,92,6,54,37,1582,0,0,0,1,10214,10223,9,10202,18,16,3,80,15,6,79,100,1,54,14,28
290,1995-08-17,59,15,21,31,10,10,3,93,12,202,127,4,276,15,99,6,116,79,2204,0,0,0,1,10204,10215,6,10188,17,56,5,80,13,2,69,100,4,39,15,40
290,1995-08-18,76,26,26,41,14,10,3,82,14,225,137,5,293,15,100,6,126,87,2163,0,0,0,1,10190,10205,8,10175,18,38,4,80,13,1,61,99,4,37,14,41
290,1995-08-19,39,21,26,36,22,10,6,67,20,236,136,5,313,14,113,6,113,78,2023,0,0,0,1,10175,10184,9,10159,17,60,5,75,10,1,61,93,5,36,13,39
290,1995-08-20,12,36,36,57,17,10,24,93,17,207,130,24,280,16,93,24,100,69,1842,0,0,0,1,10187,10205,23,10175,2,60,5,81,18,3,71,99,24,37,15,34
290,1995-08-21,12,26,26,41,17,5,2,77,11,207,118,1,285,15,87,6,82,57,1797,0,0,0,1,10198,10209,9,10182,17,56,3,70,13,3,76,100,1,46,16,33
290,1995-08-22,42,15,15,36,13,5,2,72,13,221,134,4,303,15,107,6,89,62,1848,0,0,0,1,10164,10191,1,10132,24,1,5,75,12,2,74,100,4,43,12,35
290,1995-08-23,247,15,21,62,13,5,1,149,13,216,158,24,293,12,140,24,60,42,1198,9,11,11,20,10102,10127,1,10085,16,20,24,62,14,4,77,98,23,50,12,22
290,1995-08-24,288,15,21,57,13,5,2,93,13,181,113,23,245,12,88,24,61,43,1592,0,-1,-1,12,10121,10138,20,10099,1,5,6,82,13,4,82,100,1,57,14,28
290,1995-08-25,230,36,41,67,15,21,19,139,15,177,152,1,245,15,139,6,27,19,845,18,54,32,16,10082,10121,1,10058,14,38,6,65,1,7,85,94,7,70,14,15
290,1995-08-26,294,36,46,67,10,31,3,118,8,167,135,24,216,14,134,24,58,41,1611,24,42,14,2,10122,10148,19,10077,1,50,4,80,9,7,78,97,4,45,15,28
290,1995-08-27,272,41,41,72,16,21,6,134,16,139,89,24,187,13,84,24,21,15,1020,35,63,21,3,10095,10129,1,10064,24,38,4,82,13,7,87,98,3,62,15,16
290,1995-08-28,320,36,46,67,11,26,4,129,14,139,88,1,200,13,83,6,97,70,1664,12,59,42,14,10114,10161,23,10063,1,65,20,84,12,5,80,98,4,50,12,27
290,1995-08-29,318,41,41,82,14,10,19,149,14,128,99,24,181,15,87,24,41,30,1149,22,35,20,12,10161,10188,24,10147,11,57,12,82,13,6,83,96,5,52,15,18
290,1995-08-30,325,21,21,41,10,0,21,87,11,120,59,24,182,13,33,24,80,58,1495,0,-1,-1,1,10213,10230,21,10189,1,68,4,81,7,3,79,99,23,57,13,23
290,1995-08-31,345,26,26,51,15,0,1,103,16,119,31,5,184,15,14,6,52,38,1374,0,0,0,1,10206,10225,1,10185,24,16,5,80,8,5,80,100,1,53,11,21
290,1995-09-01,329,41,41,67,10,10,24,129,13,149,89,5,207,14,80,6,70,51,1488,0,-1,-1,21,10152,10181,1,10136,24,50,24,82,9,6,79,98,24,51,11,25
290,1995-09-02,139,10,15,21,9,0,5,46,10,142,126,22,162,14,124,24,0,0,388,56,57,19,18,10120,10135,1,10092,24,16,6,62,14,8,93,100,4,76,14,6
290,1995-09-03,256,21,26,46,15,10,5,93,17,139,103,20,197,13,92,24,34,25,1154,13,24,23,1,10053,10085,1,10038,24,18,6,75,12,5,89,100,1,65,14,19
290,1995-09-04,238,51,51,72,13,26,1,129,15,131,98,5,166,14,93,6,8,6,608,14,25,19,16,10013,10035,1,10002,11,58,5,75,16,6,88,95,1,76,12,10
290,1995-09-05,206,36,36,57,14,10,18,103,13,147,101,5,197,16,94,6,70,52,1434,0,0,0,1,10018,10025,21,10013,16,35,5,80,17,5,81,98,5,61,15,24
290,1995-09-06,186,26,31,51,12,15,19,103,14,146,110,5,197,14,80,24,55,41,1288,0,0,0,1,10027,10033,8,10019,24,57,5,80,12,5,77,94,4,54,14,21
290,1995-09-07,137,36,36,51,9,26,1,108,14,159,108,2,216,12,103,6,21,16,856,8,8,7,16,9963,10011,1,9943,14,60,16,80,21,6,80,92,16,59,12,14
290,1995-09-08,164,36,57,67,18,41,1,129,13,156,141,5,180,13,136,6,10,8,521,99,209,44,18,9923,9980,24,9900,10,28,17,80,1,7,88,99,18,71,9,9
290,1995-09-09,225,62,62,77,8,36,19,129,8,155,132,23,188,17,126,24,14,11,513,10,9,4,1,10054,10104,23,9988,1,40,1,80,16,6,82,96,1,63,17,9
290,1995-09-10,185,31,36,51,2,15,18,87,2,168,133,6,212,15,129,6,26,20,1126,0,-1,-1,24,10096,10108,10,10070,24,65,6,80,18,7,77,89,6,64,15,19
290,1995-09-11,199,31,41,72,16,15,3,129,18,161,130,24,206,15,121,24,28,22,765,30,47,26,5,10073,10130,24,10048,7,58,5,75,1,6,83,97,6,53,15,13
290,1995-09-12,182,21,26,36,1,5,19,67,10,157,107,5,210,14,99,6,61,47,1274,5,2,2,22,10149,10162,22,10134,1,56,5,75,13,5,80,96,24,59,13,21
290,1995-09-13,337,10,21,31,13,0,6,62,23,139,125,6,164,9,122,6,0,0,332,89,60,9,14,10135,10152,2,10110,24,15,20,60,1,8,96,100,19,84,9,5
290,1995-09-14,240,26,26,51,10,0,22,82,15,138,85,24,196,14,63,24,53,41,1040,8,1,1,3,10105,10114,1,10094,24,1,7,75,13,5,88,100,6,61,15,17
290,1995-09-15,181,21,21,36,17,10,1,72,17,139,81,2,192,14,53,6,4,3,720,0,-1,-1,21,10078,10091,1,10066,15,50,20,70,10,6,84,99,1,60,14,12
290,1995-09-16,117,21,21,41,16,0,3,87,16,138,93,6,198,14,85,6,46,36,1118,4,3,3,22,10096,10123,24,10082,4,57,1,80,16,5,87,97,5,60,14,18
290,1995-09-17,112,15,15,36,11,5,6,67,12,142,86,6,216,15,64,6,90,71,1550,0,0,0,1,10162,10193,24,10126,1,56,5,81,9,2,85,99,6,55,14,25
290,1995-09-18,72,26,26,36,10,10,1,67,9,164,90,5,232,15,79,6,80,64,1323,0,0,0,1,10192,10196,9,10186,3,50,23,80,14,5,80,99,6,51,14,23
290,1995-09-19,58,41,41,62,13,26,3,118,15,153,106,24,210,13,100,24,92,74,1492,0,0,0,1,10151,10183,1,10126,24,30,5,68,13,5,78,93,24,52,12,25
290,1995-09-20,1,41,46,72,13,10,24,134,14,123,55,24,182,12,29,24,47,38,1009,0,0,0,1,10127,10162,24,10112,5,35,1,82,17,4,82,97,24,66,15,16
290,1995-09-21,291,10,15,26,13,0,4,51,13,115,33,6,165,14,10,6,14,11,591,9,4,3,15,10190,10212,22,10163,1,35,6,75,8,5,96,100,3,86,12,9
290,1995-09-22,235,15,21,31,12,5,2,51,11,139,108,2,174,13,92,24,2,2,588,0,0,0,1,10214,10219,9,10208,3,32,5,75,10,7,91,100,3,73,13,9
290,1995-09-23,253,10,15,31,13,5,20,57,13,137,96,22,164,12,83,24,1,1,475,0,-1,-1,10,10215,10229,10,10180,24,42,10,75,16,7,93,99,21,85,15,8
290,1995-09-24,205,41,41,72,15,15,1,144,16,138,115,22,179,15,111,24,33,27,693,29,8,2,8,10100,10173,1,10059,16,12,6,75,16,7,89,98,4,58,16,11
290,1995-09-25,254,21,26,51,23,0,7,93,23,133,90,4,180,13,75,6,62,51,1050,0,-1,-1,12,10161,10190,20,10088,1,3,5,84,13,6,81,100,3,62,13,17
290,1995-09-26,227,46,51,77,10,15,17,118,10,126,103,24,141,15,103,24,0,0,164,129,161,36,16,10143,10171,1,10129,15,20,15,82,1,8,92,99,16,76,1,3
290,1995-09-27,240,36,41,67,14,15,8,211,18,102,58,24,153,13,54,24,20,17,557,111,142,33,6,10080,10123,1,10043,15,32,5,84,23,6,92,99,4,80,13,8
290,1995-09-28,253,36,41,62,11,26,6,144,14,75,44,23,123,13,45,18,59,50,941,30,52,11,7,10161,10183,19,10119,1,57,8,84,1,4,86,94,6,66,13,13
290,1995-09-29,261,31,36,57,10,15,20,134,13,83,49,2,140,13,36,24,56,47,940,24,42,16,11,10166,10179,20,10148,5,50,5,82,1,5,89,97,24,62,14,13
290,1995-09-30,261,15,21,51,12,0,20,98,12,72,1,24,137,11,-5,24,43,37,728,7,17,17,14,10153,10175,1,10141,13,14,24,82,15,5,93,100,23,78,11,10
290,1995-10-01,187,21,31,41,9,0,2,93,21,92,-3,1,147,21,-10,6,5,4,311,24,8,3,10,10107,10146,1,10069,15,15,1,75,22,6,97,100,1,93,9,4
290,1995-10-02,200,26,31,46,10,15,2,87,12,125,84,2,165,15,60,6,50,43,949,0,0,0,1,10171,10181,11,10139,1,3,5,75,13,6,88,100,4,66,14,15
290,1995-10-03,172,26,26,51,12,10,6,93,13,150,105,6,203,12,96,6,21,18,687,0,-1,-1,7,10147,10168,1,10128,23,48,15,80,11,5,90,98,6,76,11,11
290,1995-10-04,187,46,46,72,11,31,20,118,11,183,158,7,219,13,152,6,60,52,910,8,20,20,24,10112,10126,8,10102,22,58,24,80,9,6,82,93,24,67,11,16
290,1995-10-05,195,31,31,41,1,21,19,82,1,144,107,24,173,1,86,24,8,7,305,43,35,20,11,10142,10201,24,10091,3,20,20,70,2,6,95,99,20,92,1,5
290,1995-10-06,174,31,31,51,12,21,1,113,12,135,91,6,181,14,84,6,98,86,1192,0,0,0,1,10205,10217,8,10194,16,57,6,80,13,5,80,97,5,54,14,19
290,1995-10-07,203,36,41,57,13,15,18,103,14,160,127,1,198,13,120,6,10,9,531,5,4,2,13,10234,10262,22,10198,2,50,13,75,10,7,83,91,14,74,11,9
290,1995-10-08,192,26,26,41,1,10,20,93,1,167,137,6,226,14,81,24,87,78,1088,0,0,0,1,10266,10277,10,10252,24,57,6,75,14,6,85,98,20,66,14,19
290,1995-10-09,174,15,21,41,12,0,19,62,11,160,99,24,237,13,82,24,89,80,1098,0,0,0,1,10228,10250,1,10217,15,50,5,65,10,6,87,100,21,62,13,19
290,1995-10-10,50,5,5,15,12,0,2,26,6,158,94,7,235,14,77,6,63,57,922,0,0,0,1,10231,10243,24,10220,3,4,24,57,3,4,93,100,1,70,13,15
290,1995-10-11,56,15,21,26,5,5,22,51,11,153,123,3,185,15,106,6,10,9,469,0,0,0,1,10231,10244,9,10216,16,0,5,35,15,7,98,100,1,89,15,8
290,1995-10-12,215,10,15,26,3,0,16,51,3,140,85,24,185,16,69,24,14,13,286,0,-1,-1,3,10223,10231,10,10213,2,4,24,40,15,5,97,100,1,82,15,5
290,1995-10-13,192,5,10,15,11,0,19,31,7,121,74,2,170,15,60,6,0,0,319,0,0,0,1,10230,10238,10,10224,3,1,6,25,15,4,98,100,1,86,15,5
290,1995-10-14,102,15,15,31,12,0,2,57,12,129,66,5,183,12,46,6,41,38,765,0,0,0,1,10207,10228,1,10192,24,9,1,57,11,3,91,100,1,72,11,12
290,1995-10-15,192,10,15,31,13,5,18,51,13,144,105,6,199,14,82,24,56,52,810,0,0,0,1,10195,10223,24,10182,4,1,18,56,10,5,92,100,20,77,12,13
290,1995-10-16,189,15,15,31,11,5,4,57,11,141,110,5,183,12,87,24,19,18,585,0,0,0,1,10242,10250,21,10226,1,1,7,56,10,6,96,100,1,81,11,9
290,1995-10-17,195,31,31,57,23,10,1,98,22,139,84,3,186,13,60,6,71,67,796,8,5,5,22,10223,10241,2,10206,16,12,2,60,12,6,90,100,1,74,13,13
290,1995-10-18,261,26,31,51,1,15,17,87,1,127,77,22,159,14,45,24,24,23,510,12,7,4,2,10261,10293,22,10214,1,15,6,81,13,6,89,100,5,67,15,8
290,1995-10-19,230,41,41,67,11,21,1,113,12,118,83,2,138,13,75,6,18,17,502,0,0,0,1,10263,10281,1,10243,24,60,6,80,1,7,86,93,2,77,11,8
290,1995-10-20,251,21,31,51,5,0,23,87,4,99,14,23,132,14,-2,24,7,7,185,10,7,5,12,10242,10283,24,10216,6,32,10,82,16,6,92,100,24,74,17,3
290,1995-10-21,7,5,5,21,14,0,4,41,13,55,-5,3,129,13,-22,24,54,52,725,0,0,0,1,10292,10302,9,10284,24,60,23,82,14,3,89,100,1,58,15,9
290,1995-10-22,145,21,21,31,14,10,1,62,13,61,0,1,112,15,-27,6,86,84,831,0,0,0,1,10244,10280,1,10217,19,60,2,82,15,5,83,100,1,58,12,11
290,1995-10-23,172,31,31,41,12,21,16,77,12,105,48,7,153,15,39,12,85,83,822,0,0,0,1,10210,10226,9,10195,23,57,6,70,1,2,80,92,7,65,15,12
290,1995-10-24,162,41,41,51,15,31,4,113,15,151,117,7,202,14,109,6,86,85,823,0,0,0,1,10160,10193,1,10106,24,57,1,80,15,0,67,84,4,46,14,14
290,1995-10-25,205,41,46,67,14,21,16,139,11,140,98,24,172,13,78,18,38,38,558,0,-1,-1,9,10164,10225,22,10100,2,65,6,80,10,3,69,81,18,56,14,9
290,1995-10-26,167,31,36,41,11,21,8,82,10,134,85,5,170,15,77,6,13,13,435,2,2,2,21,10177,10223,1,10136,24,58,16,80,1,6,84,92,7,76,14,7
290,1995-10-27,211,36,41,62,9,15,20,118,10,145,108,22,172,9,106,24,0,0,140,17,14,5,12,10137,10179,24,10112,6,20,12,70,17,7,90,98,20,80,3,2
290,1995-10-28,233,10,10,31,12,0,17,57,12,79,6,24,138,12,-14,24,66,67,693,0,0,0,1,10186,10198,9,10173,23,7,7,80,12,5,91,100,2,63,13,10
290,1995-10-29,39,15,21,36,12,5,1,67,13,62,-15,5,127,13,-27,6,56,57,649,0,0,0,1,10160,10169,1,10149,13,50,7,70,10,4,91,100,1,71,12,9
290,1995-10-30,17,10,10,26,12,0,17,41,12,65,-2,24,112,13,-11,24,22,23,384,0,0,0,1,10220,10267,24,10171,1,9,19,62,12,6,95,100,22,82,13,5
290,1995-10-31,231,26,26,51,21,0,1,93,21,59,-18,3,117,14,-30,6,77,79,664,5,6,6,22,10262,10285,8,10228,24,5,6,56,14,5,95,100,1,80,13,9
290,1995-11-01,292,26,26,46,13,5,24,113,13,80,20,24,105,11,8,24,0,0,138,21,24,16,13,10166,10224,1,10131,16,15,1,82,17,6,97,100,1,92,12,2
290,1995-11-02,278,31,31,62,24,0,4,108,19,58,-23,7,105,13,-36,12,58,61,537,10,4,3,24,10138,10163,8,10092,24,7,7,80,1,5,90,100,3,73,13,7
290,1995-11-03,325,46,51,87,12,21,24,170,12,55,-11,24,98,12,-22,24,28,29,426,25,24,11,3,10120,10215,24,10072,7,50,2,80,6,5,82,97,1,60,14,5
290,1995-11-04,358,26,26,62,12,0,19,108,10,-9,-73,24,50,13,-93,24,81,86,746,0,0,0,1,10307,10369,24,10223,1,80,1,82,16,1,81,96,3,53,14,8
290,1995-11-05,218,5,5,21,15,0,2,41,13,-28,-92,7,53,14,-107,6,83,88,685,0,0,0,1,10379,10393,10,10367,24,70,7,82,12,2,84,96,1,53,14,6
290,1995-11-06,228,36,36,51,15,15,1,77,15,17,-39,2,58,13,-57,6,48,51,480,0,0,0,1,10315,10363,1,10268,24,59,24,70,1,6,77,90,1,66,12,5
290,1995-11-07,221,21,21,31,1,10,21,57,5,47,18,2,64,19,18,6,0,0,92,17,11,7,21,10251,10262,1,10245,13,0,20,58,1,8,93,100,16,77,1,1
290,1995-11-08,215,21,21,31,22,10,2,57,13,80,56,8,105,22,58,12,0,0,122,22,33,15,14,10216,10249,1,10184,24,2,6,20,23,8,100,100,1,100,1,2
290,1995-11-09,211,26,26,36,15,15,5,67,15,101,83,24,115,14,75,6,0,0,125,0,-1,-1,11,10157,10181,1,10133,24,2,8,56,20,8,98,100,1,94,20,2
290,1995-11-10,139,15,15,31,8,5,18,57,11,81,51,6,102,14,48,6,19,21,359,0,0,0,1,10106,10131,1,10094,13,5,5,64,24,7,91,100,5,82,11,5
290,1995-11-11,115,31,31,46,19,21,1,77,18,111,88,4,149,13,85,6,13,14,339,0,-1,-1,1,10107,10126,24,10095,6,57,7,75,19,6,76,89,3,64,12,5
290,1995-11-12,88,46,46,62,13,26,4,113,18,92,45,24,146,12,40,24,22,24,372,0,0,0,1,10152,10173,23,10126,1,35,23,70,6,5,73,91,24,52,12,5
290,1995-11-13,108,21,21,41,1,5,18,77,1,45,1,19,85,13,-21,24,71,80,490,0,0,0,1,10170,10179,10,10163,24,28,4,58,14,2,90,98,20,72,14,6
290,1995-11-14,215,26,26,51,18,5,6,108,18,85,55,1,117,15,55,6,10,11,72,10,2,2,12,10121,10159,1,10078,24,1,4,50,15,8,96,100,6,88,24,1
290,1995-11-15,196,41,41,51,6,31,19,93,6,87,71,24,103,12,66,24,0,0,89,53,29,7,16,10012,10071,1,9972,24,25,7,60,20,7,94,98,24,87,1,1
290,1995-11-16,227,41,51,72,13,26,1,134,15,92,53,24,122,13,49,24,5,6,174,17,42,14,15,9926,9967,1,9892,16,25,6,80,22,7,91,98,1,82,21,2
290,1995-11-17,330,10,21,41,12,0,6,82,20,21,-26,24,64,12,-45,24,29,33,314,3,4,4,14,10038,10141,24,9968,1,62,13,80,1,6,91,99,9,77,12,4
290,1995-11-18,263,36,41,72,24,10,2,123,24,19,-36,5,64,13,-66,6,52,60,470,15,22,17,17,10201,10220,12,10149,1,60,3,81,11,5,91,98,4,72,11,5
290,1995-11-19,275,46,51,82,4,10,24,139,4,51,-2,24,82,14,-10,24,34,39,403,67,176,41,6,10170,10228,24,10147,7,38,6,84,11,6,89,97,6,72,12,5
290,1995-11-20,146,10,15,26,10,0,2,51,10,14,-24,8,66,13,-41,12,48,56,400,0,0,0,1,10279,10294,10,10234,1,60,7,80,14,3,87,99,4,69,15,4
290,1995-11-21,127,31,31,46,11,21,1,82,11,4,-28,8,42,14,-41,6,73,86,479,0,0,0,1,10237,10279,1,10200,24,65,1,81,8,3,70,89,1,55,13,5
290,1995-11-22,196,26,26,46,14,15,3,87,14,42,-20,3,86,24,-42,6,15,18,259,0,0,0,1,10224,10255,23,10199,1,8,23,70,1,6,80,100,23,65,1,3
290,1995-11-23,217,41,41,51,20,26,8,98,24,87,74,16,99,14,70,18,6,7,178,0,-1,-1,3,10230,10252,1,10195,24,2,8,62,18,7,93,100,3,78,15,3
290,1995-11-24,190,41,41,57,10,26,17,103,12,93,73,24,112,13,67,24,4,5,218,0,0,0,1,10153,10193,1,10113,24,57,7,75,13,6,82,89,1,73,10,3
290,1995-11-25,160,31,31,41,11,21,16,87,12,81,47,24,124,13,36,24,67,80,387,0,0,0,1,10101,10110,1,10096,14,60,7,70,1,2,82,91,24,70,13,5
290,1995-11-26,140,26,26,31,3,21,1,62,14,74,37,4,126,14,28,6,25,30,255,0,0,0,1,10077,10094,1,10065,15,59,7,80,14,5,78,93,1,59,14,3
290,1995-11-27,173,10,15,31,1,0,20,57,1,64,33,21,96,13,22,24,5,6,226,0,0,0,1,10109,10134,24,10087,1,57,24,70,1,6,84,98,22,68,1,3
290,1995-11-28,53,5,10,31,19,0,1,51,20,48,7,22,78,13,10,24,0,0,107,0,-1,-1,9,10166,10195,24,10135,1,9,23,57,1,8,97,99,2,92,15,1
290,1995-11-29,89,15,15,21,15,10,5,41,3,28,12,1,42,13,15,6,0,0,142,0,0,0,1,10231,10258,22,10196,1,10,15,57,24,8,97,99,1,92,24,2
290,1995-11-30,100,36,36,51,21,21,1,103,20,20,-8,24,40,14,-12,24,5,6,130,0,0,0,1,10271,10281,23,10259,1,40,5,59,14,6,90,94,19,86,3,1
290,1995-12-01,117,26,26,36,1,10,22,67,1,1,-26,7,20,13,-38,12,43,53,313,0,0,0,1,10279,10282,8,10276,5,30,7,57,1,4,87,92,2,81,12,3
290,1995-12-02,88,26,26,31,3,21,9,62,11,8,-6,23,20,11,-5,24,0,0,83,0,-1,-1,24,10275,10279,10,10272,6,17,15,56,3,8,92,97,18,89,1,1
290,1995-12-03,88,36,36,57,11,21,2,93,10,1,-23,22,26,13,-31,24,43,54,302,0,-1,-1,1,10267,10273,23,10260,13,20,1,65,12,5,89,98,1,76,11,3
